"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"224","garbagemanager","src/garbagemanager/ManageGarbage.java","3","49","Local variable 'garbage' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"225","garbagemanager","src/garbagemanager/ManageGarbage.java","2","51","System.out.print is used","Java Logging Rules","SystemPrintln"
"226","garbagemanager","src/garbagemanager/ManageGarbage.java","2","54","System.out.print is used","Java Logging Rules","SystemPrintln"
"227","lcs","src/lcs/LowestCommonSubSeq.java","3","8","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"228","lcs","src/lcs/LowestCommonSubSeq.java","3","8","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"229","lcs","src/lcs/LowestCommonSubSeq.java","3","8","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"230","lcs","src/lcs/LowestCommonSubSeq.java","3","8","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"231","lcs","src/lcs/LowestCommonSubSeq.java","1","8","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"232","lcs","src/lcs/LowestCommonSubSeq.java","3","8","Parameter 'set1' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"233","lcs","src/lcs/LowestCommonSubSeq.java","3","8","Parameter 'set2' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"234","lcs","src/lcs/LowestCommonSubSeq.java","3","12","Avoid variables with short names like M","Naming Rules","ShortVariable"
"235","lcs","src/lcs/LowestCommonSubSeq.java","3","12","Local variable 'M' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"236","lcs","src/lcs/LowestCommonSubSeq.java","3","13","Avoid variables with short names like N","Naming Rules","ShortVariable"
"237","lcs","src/lcs/LowestCommonSubSeq.java","3","13","Local variable 'N' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"238","lcs","src/lcs/LowestCommonSubSeq.java","3","14","Ensure that resources like this Statement object are closed after use","Design Rules","CloseResource"
"239","lcs","src/lcs/LowestCommonSubSeq.java","5","14","Found 'DD'-anomaly for variable 'commons' (lines '14'-'36').","Controversial Rules","DataflowAnomalyAnalysis"
"240","lcs","src/lcs/LowestCommonSubSeq.java","5","15","Found 'DU'-anomaly for variable 'count' (lines '15'-'50').","Controversial Rules","DataflowAnomalyAnalysis"
"241","lcs","src/lcs/LowestCommonSubSeq.java","5","19","Found 'DD'-anomaly for variable 'opt' (lines '19'-'25').","Controversial Rules","DataflowAnomalyAnalysis"
"242","lcs","src/lcs/LowestCommonSubSeq.java","5","19","Found 'DD'-anomaly for variable 'opt' (lines '19'-'27').","Controversial Rules","DataflowAnomalyAnalysis"
"243","lcs","src/lcs/LowestCommonSubSeq.java","5","19","Found 'DU'-anomaly for variable 'opt' (lines '19'-'50').","Controversial Rules","DataflowAnomalyAnalysis"
"244","lcs","src/lcs/LowestCommonSubSeq.java","3","25","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"245","lcs","src/lcs/LowestCommonSubSeq.java","3","27","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"246","lcs","src/lcs/LowestCommonSubSeq.java","3","32","Avoid variables with short names like i","Naming Rules","ShortVariable"
"247","lcs","src/lcs/LowestCommonSubSeq.java","3","32","Avoid variables with short names like j","Naming Rules","ShortVariable"
"248","lcs","src/lcs/LowestCommonSubSeq.java","5","36","Found 'DD'-anomaly for variable 'commons' (lines '36'-'36').","Controversial Rules","DataflowAnomalyAnalysis"
"249","lcs","src/lcs/LowestCommonSubSeq.java","3","41","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"250","lcs","src/lcs/LowestCommonSubSeq.java","3","42","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"251","lcs","src/lcs/LowestCommonSubSeq.java","2","44","System.out.print is used","Java Logging Rules","SystemPrintln"
"252","rdfcompare","src/rdfcompare/PatternExplorer.java","4","17","Avoid unused imports such as 'com.hp.hpl.jena.rdf.model.ModelFactoryBase'","Type Resolution Rules","UnusedImports"
"253","rdfcompare","src/rdfcompare/PatternExplorer.java","4","17","Avoid unused imports such as 'com.hp.hpl.jena.rdf.model.ModelFactoryBase'","Type Resolution Rules","UnusedImports"
"254","rdfcompare","src/rdfcompare/PatternExplorer.java","3","21","The class 'PatternExplorer' has a Cyclomatic Complexity of 4 (Highest = 14).","Code Size Rules","CyclomaticComplexity"
"255","rdfcompare","src/rdfcompare/PatternExplorer.java","3","21","This class has too many methods, consider refactoring it.","Code Size Rules","TooManyMethods"
"256","rdfcompare","src/rdfcompare/PatternExplorer.java","3","26","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"257","rdfcompare","src/rdfcompare/PatternExplorer.java","3","26","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"258","rdfcompare","src/rdfcompare/PatternExplorer.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"259","rdfcompare","src/rdfcompare/PatternExplorer.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"260","rdfcompare","src/rdfcompare/PatternExplorer.java","3","27","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"261","rdfcompare","src/rdfcompare/PatternExplorer.java","3","27","Avoid using implementation types like 'HashSet'; use the interface instead","Type Resolution Rules","LooseCoupling"
"262","rdfcompare","src/rdfcompare/PatternExplorer.java","3","27","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"263","rdfcompare","src/rdfcompare/PatternExplorer.java","3","27","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"264","rdfcompare","src/rdfcompare/PatternExplorer.java","3","28","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"265","rdfcompare","src/rdfcompare/PatternExplorer.java","3","28","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"266","rdfcompare","src/rdfcompare/PatternExplorer.java","1","28","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"267","rdfcompare","src/rdfcompare/PatternExplorer.java","3","29","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"268","rdfcompare","src/rdfcompare/PatternExplorer.java","3","29","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"269","rdfcompare","src/rdfcompare/PatternExplorer.java","3","31","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"270","rdfcompare","src/rdfcompare/PatternExplorer.java","3","32","Avoid excessively long variable names like model_size_threshold","Naming Rules","LongVariable"
"271","rdfcompare","src/rdfcompare/PatternExplorer.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"272","rdfcompare","src/rdfcompare/PatternExplorer.java","3","32","This final field could be made static","Design Rules","FinalFieldCouldBeStatic"
"273","rdfcompare","src/rdfcompare/PatternExplorer.java","3","34","Avoid excessively long variable names like convergence_threshold","Naming Rules","LongVariable"
"274","rdfcompare","src/rdfcompare/PatternExplorer.java","1","34","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"275","rdfcompare","src/rdfcompare/PatternExplorer.java","3","35","Consider replacing this Hashtable with the newer java.util.Map","Migration Rules","ReplaceHashtableWithMap"
"276","rdfcompare","src/rdfcompare/PatternExplorer.java","1","35","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"277","rdfcompare","src/rdfcompare/PatternExplorer.java","3","36","Avoid excessively long variable names like primary_pattern_threshold","Naming Rules","LongVariable"
"278","rdfcompare","src/rdfcompare/PatternExplorer.java","1","36","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"279","rdfcompare","src/rdfcompare/PatternExplorer.java","3","37","Avoid using implementation types like 'HashMap'; use the interface instead","Type Resolution Rules","LooseCoupling"
"280","rdfcompare","src/rdfcompare/PatternExplorer.java","3","37","Avoid using implementation types like 'HashMap'; use the interface instead","Type Resolution Rules","LooseCoupling"
"281","rdfcompare","src/rdfcompare/PatternExplorer.java","3","39","Avoid excessively long variable names like threshold_frequnecy","Naming Rules","LongVariable"
"282","rdfcompare","src/rdfcompare/PatternExplorer.java","1","39","Variables that are not final should not contain underscores (except for underscores in standard prefix/suffix).","Naming Rules","VariableNamingConventions"
"283","rdfcompare","src/rdfcompare/PatternExplorer.java","3","46","Parameter 'modelFolder' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"284","rdfcompare","src/rdfcompare/PatternExplorer.java","3","49","Local variable 'file' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"285","rdfcompare","src/rdfcompare/PatternExplorer.java","3","52","Local variable 'files' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"286","rdfcompare","src/rdfcompare/PatternExplorer.java","1","75","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"287","rdfcompare","src/rdfcompare/PatternExplorer.java","3","78","Local variable 'file' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"288","rdfcompare","src/rdfcompare/PatternExplorer.java","3","81","Local variable 'rdfs' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"289","rdfcompare","src/rdfcompare/PatternExplorer.java","3","86","Avoid instantiating new objects inside loops","Optimization Rules","AvoidInstantiatingObjectsInLoops"
"290","rdfcompare","src/rdfcompare/PatternExplorer.java","3","86","Avoid variables with short names like in","Naming Rules","ShortVariable"
"291","rdfcompare","src/rdfcompare/PatternExplorer.java","3","86","Local variable 'in' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"292","rdfcompare","src/rdfcompare/PatternExplorer.java","3","92","Avoid empty catch blocks","Basic Rules","EmptyCatchBlock"
"293","rdfcompare","src/rdfcompare/PatternExplorer.java","1","141","Method names should not contain underscores","Naming Rules","MethodNamingConventions"
"294","rdfcompare","src/rdfcompare/PatternExplorer.java","3","141","Parameter 'model1' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
